Transaction Date,Service Period Start Date,Service Period End Date,Description,Payment Type,Mop Last 4,Mop Creation Date,Mop Pmt Processor Desc,Item Price Amt,Currency,Tax Amt,Gross Sale Amt,Pmt Txn Type,Pmt Status,Final Invoice Result,Country,Next Billing Date
2019-10-13,2019-10-14,2019-11-13,SUBSCRIPTION,VISA,0924,,ADYEN,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2019-11-14
2019-10-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2019-09-13,2019-09-14,2019-10-13,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2019-10-14
2019-09-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2019-08-13,2019-08-14,2019-09-13,SUBSCRIPTION,VISA,0924,,BILLDESK,799.0,INR,121.88,799.0,SALE,APPROVED,SETTLED,IN,2019-09-14
2019-08-13,,,payment_transaction,CC,0924,,,,INR,,799.0,SALE,APPROVED,,IN,
2019-07-13,2019-07-14,2019-08-13,SUBSCRIPTION,VISA,0924,,BILLDESK,800.0,INR,122.03,800.0,SALE,APPROVED,RECOVERY,IN,2019-08-14
2019-07-13,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,DECLINED,,IN,
2019-07-13,,,payment_transaction,CC,0924,,,,INR,,0.0,VALIDATE,APPROVED,,IN,
2019-07-13,,,payment_transaction,CC,0924,,,,INR,,800.0,SALE,APPROVED,,IN,
2019-07-11,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,DECLINED,,IN,
2019-07-10,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,DECLINED,,IN,
2019-07-07,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,DECLINED,,IN,
2019-07-05,2019-07-06,2019-08-05,SUBSCRIPTION,VISA,7883,,BILLDESK,800.0,INR,122.03,800.0,SALE,DECLINED,REVERSAL,IN,2019-08-06
2019-07-05,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,DECLINED,,IN,
2019-06-05,2019-06-06,2019-07-05,SUBSCRIPTION,VISA,7883,,BILLDESK,800.0,INR,122.03,800.0,SALE,APPROVED,SETTLED,IN,2019-07-06
2019-06-05,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,APPROVED,,IN,
2019-05-05,2019-05-06,2019-06-05,SUBSCRIPTION,VISA,7883,,BILLDESK,800.0,INR,122.03,800.0,SALE,APPROVED,SETTLED,IN,2019-06-06
2019-05-05,,,payment_transaction,CC,7883,,,,INR,,800.0,SALE,APPROVED,,IN,
2019-04-05,2019-04-06,2019-05-05,SUBSCRIPTION,VISA,7883,,BILLDESK,800.0,INR,122.03,800.0,,,SETTLED,IN,2019-05-06
2019-03-05,2019-03-06,2019-04-05,SUBSCRIPTION,VISA,,,BILLDESK,800.0,INR,122.03,800.0,,,REVERSAL,IN,2019-04-06
2019-03-05,2019-03-06,2019-04-05,SUBSCRIPTION,VISA,,,BILLDESK,800.0,INR,122.03,800.0,,,RECOVERY,IN,2019-04-06
2019-02-05,2019-02-06,2019-03-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2019-03-06
2019-01-05,2019-01-06,2019-02-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2019-02-06
2018-12-05,2018-12-06,2019-01-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2019-01-06
2018-11-05,2018-11-06,2018-12-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2018-12-06
2018-10-05,2018-10-06,2018-11-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2018-11-06
2018-09-05,2018-09-06,2018-10-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2018-10-06
2018-08-05,2018-08-06,2018-09-05,SUBSCRIPTION,VISA,,,BILLDESK,650.0,INR,99.15,650.0,,,SETTLED,IN,2018-09-06
